tract_home1;tract_home2;nr_social_ties
14000US25009216100;14000US25009214100;1
14000US25009216100;14000US25009215101;4
14000US25009216100;14000US25009215102;2
14000US25009216100;14000US25009216100;16
14000US25009216100;14000US25009217100;7
14000US25009216100;14000US25009217201;1
14000US25009216100;14000US25009217202;1
14000US25009216100;14000US25009217300;4
14000US25009216100;14000US25009223200;1
14000US25009216100;14000US25009251100;1
14000US25009216100;14000US25009265101;1
14000US25009216100;14000US25009269100;1
14000US25009216100;14000US25017341902;2
14000US25009216100;14000US25017342101;1
14000US25009216100;14000US25017358600;2
14000US25009216100;14000US25017388300;2
14000US25009216100;14000US25021411301;1
14000US25009216100;14000US25023506102;2
14000US25009216100;14000US25023523201;1
14000US25009216100;14000US25025010104;1
14000US25009216100;14000US25025010405;1
14000US25009216100;14000US25025060600;1
14000US25009216100;14000US25025120600;1
14000US25009216100;14000US33017080203;2
14000US25009217100;14000US25009203100;1
14000US25009217100;14000US25009204101;1
14000US25009217100;14000US25009204102;1
14000US25009217100;14000US25009204200;2
14000US25009217100;14000US25009204300;1
14000US25009217100;14000US25009204500;1
14000US25009217100;14000US25009204600;1
14000US25009217100;14000US25009204701;2
14000US25009217100;14000US25009204702;2
14000US25009217100;14000US25009205100;1
14000US25009217100;14000US25009205300;1
14000US25009217100;14000US25009206400;2
14000US25009217100;14000US25009206500;1
14000US25009217100;14000US25009206600;2
14000US25009217100;14000US25009208102;1
14000US25009217100;14000US25009208200;3
14000US25009217100;14000US25009208300;1
14000US25009217100;14000US25009208400;3
14000US25009217100;14000US25009210400;3
14000US25009217100;14000US25009210600;2
14000US25009217100;14000US25009210700;2
14000US25009217100;14000US25009210800;1
14000US25009217100;14000US25009211200;3
14000US25009217100;14000US25009212100;1
14000US25009217100;14000US25009215102;2
14000US25009217100;14000US25009216100;7
14000US25009217100;14000US25009217100;8
14000US25009217100;14000US25009217201;4
14000US25009217100;14000US25009217202;3
14000US25009217100;14000US25009217300;4
14000US25009217100;14000US25009217400;1
14000US25009217100;14000US25009217500;1
14000US25009217100;14000US25009217600;4
14000US25009217100;14000US25009221400;1
14000US25009217100;14000US25009221500;1
14000US25009217100;14000US25009222100;1
14000US25009217100;14000US25009223200;5
14000US25009217100;14000US25009223300;5
14000US25009217100;14000US25009250100;1
14000US25009217100;14000US25009253203;1
14000US25009217100;14000US25009254100;1
14000US25009217100;14000US25009261102;1
14000US25009217100;14000US25009268200;1
14000US25009217100;14000US25017310700;2
14000US25009217100;14000US25017314101;1
14000US25009217100;14000US25017317203;1
14000US25009217100;14000US25017318400;1
14000US25009217100;14000US25017333200;1
14000US25009217100;14000US25017333502;1
14000US25009217100;14000US25017334400;1
14000US25009217100;14000US25017336200;1
14000US25009217100;14000US25017339100;1
14000US25009217100;14000US25017342202;1
14000US25009217100;14000US25017342600;1
14000US25009217100;14000US25017350900;1
14000US25009217100;14000US25017361200;1
14000US25009217100;14000US25017373600;2
14000US25009217100;14000US25017383300;1
14000US25009217100;14000US25017384002;1
14000US25009217100;14000US25021401200;1
14000US25009217100;14000US25021417502;1
14000US25009217100;14000US25021422600;1
14000US25009217100;14000US25023506102;1
14000US25009217100;14000US25025000302;1
14000US25009217100;14000US25025000802;1
14000US25009217100;14000US25025010405;1
14000US25009217100;14000US25025010702;2
14000US25009217100;14000US25025020303;1
14000US25009217100;14000US25025040100;1
14000US25009217100;14000US25025050101;1
14000US25009217100;14000US25025051000;2
14000US25009217100;14000US25025070101;1
14000US25009217100;14000US25025081001;1
14000US25009217100;14000US25025081100;1
14000US25009217100;14000US25025160101;1
14000US25009217100;14000US25025160400;1
14000US25009217100;14000US25025160501;1
14000US25009217100;14000US25025160601;2
14000US25009217100;14000US25025170800;1
14000US25009217100;14000US25025180400;1
14000US25009217201;14000US25009201100;1
14000US25009217201;14000US25009202102;1
14000US25009217201;14000US25009203100;1
14000US25009217201;14000US25009204200;6
14000US25009217201;14000US25009204500;2
14000US25009217201;14000US25009204600;1
14000US25009217201;14000US25009204701;3
14000US25009217201;14000US25009205600;1
14000US25009217201;14000US25009206600;1
14000US25009217201;14000US25009210300;3
14000US25009217201;14000US25009210400;4
14000US25009217201;14000US25009211100;1
14000US25009217201;14000US25009211200;2
14000US25009217201;14000US25009211401;1
14000US25009217201;14000US25009211402;2
14000US25009217201;14000US25009212100;6
14000US25009217201;14000US25009213100;2
14000US25009217201;14000US25009215101;1
14000US25009217201;14000US25009216100;1
14000US25009217201;14000US25009217100;4
14000US25009217201;14000US25009217201;10
14000US25009217201;14000US25009217202;6
14000US25009217201;14000US25009217300;9
14000US25009217201;14000US25009217400;1
14000US25009217201;14000US25009217500;1
14000US25009217201;14000US25009217600;4
14000US25009217201;14000US25009222100;2
14000US25009217201;14000US25009223200;1
14000US25009217201;14000US25017310500;1
14000US25009217201;14000US25017340100;1
14000US25009217201;14000US25023504101;1
14000US25009217201;14000US25025070600;1
14000US25009217201;14000US33017080203;1
14000US25009217202;14000US25009203200;1
14000US25009217202;14000US25009204102;1
14000US25009217202;14000US25009205600;1
14000US25009217202;14000US25009206500;1
14000US25009217202;14000US25009206800;1
14000US25009217202;14000US25009210400;1
14000US25009217202;14000US25009210600;1
14000US25009217202;14000US25009211100;1
14000US25009217202;14000US25009216100;1
14000US25009217202;14000US25009217100;3
14000US25009217202;14000US25009217201;6
14000US25009217202;14000US25009217300;1
14000US25009217202;14000US25009217500;2
14000US25009217202;14000US25009217600;3
14000US25009217202;14000US25009222100;1
14000US25009217202;14000US25009223300;1
14000US25009217202;14000US25009253100;1
14000US25009217202;14000US25009267101;1
14000US25009217202;14000US25017321600;1
14000US25009217202;14000US25017333100;1
14000US25009217202;14000US25017333600;1
14000US25009217202;14000US25017339100;1
14000US25009217202;14000US25017368200;1
14000US25009217202;14000US25017370400;1
14000US25009217202;14000US25021400200;1
14000US25009217202;14000US25021418004;1
14000US25009217202;14000US25023501101;1
14000US25009217202;14000US25023540102;1
14000US25009217202;14000US25023542200;1
14000US25009217202;14000US25025000302;1
14000US25009217202;14000US25025010203;1
14000US25009217202;14000US25025010204;1
14000US25009217202;14000US25025020200;1
14000US25009217202;14000US25025090700;1
14000US25009217202;14000US25025091200;1
14000US25009217202;14000US25025170300;1
14000US25009217202;14000US25025981700;2
14000US25009217300;14000US25009201100;2
14000US25009217300;14000US25009204200;3
14000US25009217300;14000US25009204500;1
14000US25009217300;14000US25009204600;2
14000US25009217300;14000US25009204701;1
14000US25009217300;14000US25009205200;1
14000US25009217300;14000US25009205400;1
14000US25009217300;14000US25009205500;2
14000US25009217300;14000US25009205900;1
14000US25009217300;14000US25009206600;1
14000US25009217300;14000US25009207100;1
14000US25009217300;14000US25009210100;1
14000US25009217300;14000US25009210300;2
14000US25009217300;14000US25009210400;2
14000US25009217300;14000US25009210600;1
14000US25009217300;14000US25009211200;3
14000US25009217300;14000US25009211402;2
14000US25009217300;14000US25009212100;3
14000US25009217300;14000US25009213100;2
14000US25009217300;14000US25009215101;3
14000US25009217300;14000US25009215102;1
14000US25009217300;14000US25009216100;4
14000US25009217300;14000US25009217100;4
14000US25009217300;14000US25009217201;9
14000US25009217300;14000US25009217202;1
14000US25009217300;14000US25009217300;6
14000US25009217300;14000US25009217600;6
14000US25009217300;14000US25009222100;1
14000US25009217300;14000US25009260600;1
14000US25009217300;14000US25009268200;1
14000US25009217300;14000US25017314102;1
14000US25009217300;14000US25017335301;1
14000US25009217300;14000US25017339500;1
14000US25009217300;14000US25017342500;1
14000US25009217300;14000US25017361300;1
14000US25009217300;14000US25017368101;1
14000US25009217300;14000US25017388300;1
14000US25009217300;14000US25021416102;1
14000US25009217300;14000US25021418004;1
14000US25009217300;14000US25021422100;1
14000US25009217300;14000US25023511000;1
14000US25009217300;14000US25023511400;1
14000US25009217300;14000US25025010203;1
14000US25009217300;14000US25025010408;1
14000US25009217300;14000US25025070600;1
14000US25009217300;14000US25025071101;1
14000US25009217300;14000US25025080401;1
14000US25009217300;14000US25025091100;1
14000US25009217300;14000US25025100500;1
14000US25009217300;14000US25025130404;1
14000US25009217300;14000US25025981700;1
14000US25009217400;14000US25009203100;2
14000US25009217400;14000US25009204200;2
14000US25009217400;14000US25009204300;2
14000US25009217400;14000US25009204500;1
14000US25009217400;14000US25009204701;1
14000US25009217400;14000US25009205300;1
14000US25009217400;14000US25009205500;1
14000US25009217400;14000US25009206500;1
14000US25009217400;14000US25009206700;1
14000US25009217400;14000US25009208400;4
14000US25009217400;14000US25009209100;1
14000US25009217400;14000US25009209200;1
14000US25009217400;14000US25009210200;1
14000US25009217400;14000US25009210300;2
14000US25009217400;14000US25009210500;1
14000US25009217400;14000US25009210700;1
14000US25009217400;14000US25009210800;2
14000US25009217400;14000US25009211100;1
14000US25009217400;14000US25009211200;3
14000US25009217400;14000US25009212100;1
14000US25009217400;14000US25009215101;1
14000US25009217400;14000US25009217100;1
14000US25009217400;14000US25009217201;1
14000US25009217400;14000US25009217400;2
14000US25009217400;14000US25009217500;2
14000US25009217400;14000US25009217600;4
14000US25009217400;14000US25009221400;1
14000US25009217400;14000US25009223300;1
14000US25009217400;14000US25009260800;1
14000US25009217400;14000US25017337202;1
14000US25009217400;14000US25017339400;1
14000US25009217400;14000US25017341600;1
14000US25009217400;14000US25017351203;1
14000US25009217400;14000US25017352400;1
14000US25009217400;14000US25017353101;1
14000US25009217400;14000US25017354500;1
14000US25009217400;14000US25017358600;1
14000US25009217400;14000US25017382300;2
14000US25009217400;14000US25021400400;1
14000US25009217400;14000US25021402102;1
14000US25009217400;14000US25021404100;1
14000US25009217400;14000US25021417100;1
14000US25009217400;14000US25021417601;1
14000US25009217400;14000US25021443101;1
14000US25009217400;14000US25023503101;1
14000US25009217400;14000US25023530802;1
14000US25009217400;14000US25023560100;1
14000US25009217400;14000US25025010203;1
14000US25009217400;14000US25025010702;1
14000US25009217400;14000US25025020303;1
14000US25009217400;14000US25025051200;1
14000US25009217400;14000US25025060400;1
14000US25009217400;14000US25025070101;4
14000US25009217400;14000US25025070300;1
14000US25009217400;14000US25025080401;2
14000US25009217400;14000US25025090700;1
14000US25009217400;14000US25025120201;1
14000US25009217400;14000US25025981300;2
14000US25009217400;14000US33015065001;1
14000US25009217400;14000US33017081100;1
14000US25009217500;14000US25009204101;1
14000US25009217500;14000US25009204200;1
14000US25009217500;14000US25009204300;1
14000US25009217500;14000US25009204400;1
14000US25009217500;14000US25009204701;1
14000US25009217500;14000US25009206800;1
14000US25009217500;14000US25009210500;1
14000US25009217500;14000US25009211200;2
14000US25009217500;14000US25009215102;1
14000US25009217500;14000US25009217100;1
14000US25009217500;14000US25009217201;1
14000US25009217500;14000US25009217202;2
14000US25009217500;14000US25009217400;2
14000US25009217500;14000US25009217600;1
14000US25009217500;14000US25009221902;1
14000US25009217500;14000US25017317203;1
14000US25009217500;14000US25017330100;1
14000US25009217500;14000US25017336300;1
14000US25009217500;14000US25017339500;1
14000US25009217500;14000US25017350700;1
14000US25009217500;14000US25017351203;1
14000US25009217500;14000US25017351500;1
14000US25009217500;14000US25017352200;1
14000US25009217500;14000US25017352400;1
14000US25009217500;14000US25017353101;2
14000US25009217500;14000US25017356601;1
14000US25009217500;14000US25017365100;1
14000US25009217500;14000US25017368800;1
14000US25009217500;14000US25021400300;2
14000US25009217500;14000US25021404100;1
14000US25009217500;14000US25021410100;2
14000US25009217500;14000US25021412300;1
14000US25009217500;14000US25021413402;1
14000US25009217500;14000US25021415102;2
14000US25009217500;14000US25021417200;1
14000US25009217500;14000US25021419300;1
14000US25009217500;14000US25021422200;1
14000US25009217500;14000US25021457200;1
14000US25009217500;14000US25023510200;1
14000US25009217500;14000US25023540102;1
14000US25009217500;14000US25023542200;1
14000US25009217500;14000US25025000302;1
14000US25009217500;14000US25025010203;1
14000US25009217500;14000US25025010204;1
14000US25009217500;14000US25025010500;1
14000US25009217500;14000US25025010600;2
14000US25009217500;14000US25025010702;1
14000US25009217500;14000US25025020101;2
14000US25009217500;14000US25025020303;1
14000US25009217500;14000US25025030200;1
14000US25009217500;14000US25025030300;4
14000US25009217500;14000US25025040600;2
14000US25009217500;14000US25025061200;1
14000US25009217500;14000US25025070101;1
14000US25009217500;14000US25025070500;1
14000US25009217500;14000US25025080401;1
14000US25009217500;14000US25025090700;1
14000US25009217500;14000US25025091100;1
14000US25009217500;14000US25025120103;1
14000US25009217500;14000US25025130402;1
14000US25009217500;14000US25025160501;1
14000US25009217500;14000US25025180301;1
14000US25009217500;14000US25025981300;2
14000US25009217500;14000US33015106200;1
14000US25009217500;14000US33017081400;1
14000US25009217500;14000US33017082000;1
14000US25009217600;14000US25009203200;1
14000US25009217600;14000US25009204101;3
14000US25009217600;14000US25009204200;2
14000US25009217600;14000US25009204300;1
14000US25009217600;14000US25009204400;1
14000US25009217600;14000US25009206600;1
14000US25009217600;14000US25009208200;1
14000US25009217600;14000US25009208300;1
14000US25009217600;14000US25009210300;1
14000US25009217600;14000US25009210400;3
14000US25009217600;14000US25009211100;2
14000US25009217600;14000US25009211200;2
14000US25009217600;14000US25009211300;1
14000US25009217600;14000US25009211402;1
14000US25009217600;14000US25009212100;4
14000US25009217600;14000US25009215101;2
14000US25009217600;14000US25009215102;1
14000US25009217600;14000US25009217100;4
14000US25009217600;14000US25009217201;4
14000US25009217600;14000US25009217202;3
14000US25009217600;14000US25009217300;6
14000US25009217600;14000US25009217400;4
14000US25009217600;14000US25009217500;1
14000US25009217600;14000US25009217600;12
14000US25009217600;14000US25009223300;1
14000US25009217600;14000US25009254200;1
14000US25009217600;14000US25009254302;1
14000US25009217600;14000US25009268200;1
14000US25009217600;14000US25017310500;2
14000US25009217600;14000US25017313102;1
14000US25009217600;14000US25017316101;1
14000US25009217600;14000US25017316500;1
14000US25009217600;14000US25017322200;1
14000US25009217600;14000US25017331200;1
14000US25009217600;14000US25017332100;2
14000US25009217600;14000US25017335200;1
14000US25009217600;14000US25017336200;1
14000US25009217600;14000US25017337202;2
14000US25009217600;14000US25017342102;1
14000US25009217600;14000US25017350104;1
14000US25009217600;14000US25017350700;1
14000US25009217600;14000US25017351100;1
14000US25009217600;14000US25017352400;4
14000US25009217600;14000US25017352600;1
14000US25009217600;14000US25017353101;1
14000US25009217600;14000US25017353800;1
14000US25009217600;14000US25017354000;1
14000US25009217600;14000US25017356300;1
14000US25009217600;14000US25017358600;1
14000US25009217600;14000US25017360200;1
14000US25009217600;14000US25017363104;1
14000US25009217600;14000US25017368101;2
14000US25009217600;14000US25017368400;1
14000US25009217600;14000US25017373600;2
14000US25009217600;14000US25017373900;1
14000US25009217600;14000US25017374500;2
14000US25009217600;14000US25021400300;1
14000US25009217600;14000US25021400600;1
14000US25009217600;14000US25021400700;1
14000US25009217600;14000US25021404100;1
14000US25009217600;14000US25021408102;1
14000US25009217600;14000US25021414100;1
14000US25009217600;14000US25021417601;1
14000US25009217600;14000US25021442103;2
14000US25009217600;14000US25025000504;1
14000US25009217600;14000US25025000803;1
14000US25009217600;14000US25025010203;1
14000US25009217600;14000US25025010500;1
14000US25009217600;14000US25025010600;1
14000US25009217600;14000US25025010702;1
14000US25009217600;14000US25025020302;2
14000US25009217600;14000US25025140400;1
14000US25009217600;14000US25025981300;3
14000US25009217600;14000US33015055001;1
14000US25009217600;14000US33015055002;1
14000US25009217600;14000US33015060000;2
14000US25009218100;14000US25009221400;1
14000US25009218100;14000US25009221902;1
14000US25009218100;14000US25009222100;1
14000US25009218100;14000US25017351100;1
14000US25009218100;14000US25017361200;1
14000US25009218100;14000US25025000703;1
14000US25009218100;14000US33015100301;1
14000US25009218100;14000US33017088500;1
14000US25009220101;14000US25009204300;1
14000US25009220101;14000US25009221300;1
14000US25009220101;14000US25009221400;1
14000US25009220101;14000US25009221700;1
14000US25009220101;14000US25017311700;1
14000US25009220101;14000US25017330200;1
14000US25009220101;14000US25017339200;1
14000US25009220101;14000US25017341200;1
14000US25009220101;14000US25017341500;1
14000US25009220101;14000US25017341700;1
14000US25009220101;14000US25017342102;1
14000US25009220101;14000US25017350104;3
14000US25009220101;14000US25017350200;2
14000US25009220101;14000US25017350300;1
14000US25009220101;14000US25017350600;2
14000US25009220101;14000US25017350800;1
14000US25009220101;14000US25017350900;1
14000US25009220101;14000US25017351403;1
14000US25009220101;14000US25017353000;1
14000US25009220101;14000US25017353101;1
14000US25009220101;14000US25017356601;2
14000US25009220101;14000US25017367200;1
14000US25009220101;14000US25021420202;2
14000US25009220101;14000US25025000802;1
14000US25009220101;14000US25025020303;1
14000US25009220101;14000US25025040401;1
14000US25009220101;14000US25025082000;1
14000US25009220101;14000US25025160200;1
14000US25009220101;14000US25025170100;1
14000US25009220101;14000US25025981700;1
14000US25009220102;14000US25025091600;1
14000US25009221100;14000US25009205900;1
14000US25009221100;14000US25009208101;1
14000US25009221100;14000US25009221500;1
14000US25009221100;14000US25009221700;1
14000US25009221100;14000US25009221902;1
14000US25009221100;14000US25017341101;1
14000US25009221300;14000US25009202200;1
14000US25009221300;14000US25009204200;1
14000US25009221300;14000US25009208101;1
14000US25009221300;14000US25009208102;1
14000US25009221300;14000US25009208300;1
14000US25009221300;14000US25009220101;1
14000US25009221300;14000US25017330100;1
14000US25009221300;14000US25017353700;1
14000US25009221300;14000US25021416300;1
14000US25009221300;14000US25023561200;1
14000US25009221300;14000US25025070101;1
14000US25009221300;14000US25025090901;1
14000US25009221300;14000US25025180101;1
14000US25009221300;14000US25025981700;1
14000US25009221400;14000US25009204101;1
14000US25009221400;14000US25009205800;1
14000US25009221400;14000US25009210600;1
14000US25009221400;14000US25009211200;3
14000US25009221400;14000US25009211300;1
14000US25009221400;14000US25009217100;1
14000US25009221400;14000US25009217400;1
14000US25009221400;14000US25009218100;1
14000US25009221400;14000US25009220101;1
14000US25009221400;14000US25009221400;2
14000US25009221400;14000US25009221500;1
14000US25009221400;14000US25009221600;3
14000US25009221400;14000US25009221700;1
14000US25009221400;14000US25009221902;2
14000US25009221400;14000US25009261102;1
14000US25009221400;14000US25009267101;1
14000US25009221400;14000US25017310700;2
14000US25009221400;14000US25017339500;1
14000US25009221400;14000US25017365100;1
14000US25009221400;14000US25017388300;1
14000US25009221500;14000US25009202102;1
14000US25009221500;14000US25009204101;1
14000US25009221500;14000US25009204102;1
14000US25009221500;14000US25009204701;1
14000US25009221500;14000US25009208400;1
14000US25009221500;14000US25009212100;1
14000US25009221500;14000US25009214100;1
14000US25009221500;14000US25009217100;1
14000US25009221500;14000US25009221100;1
14000US25009221500;14000US25009221400;1
14000US25009221500;14000US25009221500;2
14000US25009221500;14000US25009221700;1
14000US25009221500;14000US25009223300;1
14000US25009221500;14000US25009260800;1
14000US25009221500;14000US25009263100;1
14000US25009221500;14000US25009267102;2
14000US25009221500;14000US25017314101;1
14000US25009221500;14000US25017316101;1
14000US25009221500;14000US25017333400;1
14000US25009221500;14000US25017333600;1
14000US25009221500;14000US25017337202;1
14000US25009221500;14000US25017339200;1
14000US25009221500;14000US25017353101;1
14000US25009221500;14000US25021400200;1
14000US25009221500;14000US25021400500;1
14000US25009221500;14000US25021403100;1
14000US25009221500;14000US25021422800;1
14000US25009221500;14000US25025000201;1
14000US25009221500;14000US25025000504;1
14000US25009221500;14000US25025010204;2
14000US25009221500;14000US25025010702;1
14000US25009221500;14000US25025020101;1
14000US25009221500;14000US25025030400;1
14000US25009221500;14000US25025040401;1
14000US25009221500;14000US25025051000;1
14000US25009221500;14000US25025060301;1
14000US25009221500;14000US25025070300;1
14000US25009221500;14000US25025090901;1
14000US25009221500;14000US25025120103;1
14000US25009221500;14000US25025170601;1
14000US25009221500;14000US25025180400;1
14000US25009221500;14000US33015052000;1
14000US25009221500;14000US33015063001;1
14000US25009221500;14000US33017088500;1
14000US25009221600;14000US25009210600;1
14000US25009221600;14000US25009211200;1
14000US25009221600;14000US25009221400;3
14000US25009221600;14000US25009221600;2
14000US25009221600;14000US25009221902;3
14000US25009221600;14000US25009254200;1
14000US25009221600;14000US25017310700;2
14000US25009221600;14000US25017341200;1
14000US25009221600;14000US25017341500;1
14000US25009221600;14000US25017341600;1
14000US25009221600;14000US25017341700;1
14000US25009221600;14000US25017341902;1
14000US25009221600;14000US25025092000;1
14000US25009221600;14000US25025170601;1
14000US25009221700;14000US25009220101;1
14000US25009221700;14000US25009221100;1
14000US25009221700;14000US25009221400;1
14000US25009221700;14000US25009221500;1
14000US25009221700;14000US25009221902;3
14000US25009221700;14000US25025981700;1
14000US25009221901;14000US25021404100;1
14000US25009221901;14000US25025080500;1
14000US25009221902;14000US25009204200;1
14000US25009221902;14000US25009205200;1
14000US25009221902;14000US25009205800;1
14000US25009221902;14000US25009208101;1
14000US25009221902;14000US25009209100;1
14000US25009221902;14000US25009210100;2
14000US25009221902;14000US25009210200;1
14000US25009221902;14000US25009210500;1
14000US25009221902;14000US25009210600;1
14000US25009221902;14000US25009211200;1
14000US25009221902;14000US25009217500;1
14000US25009221902;14000US25009218100;1
14000US25009221902;14000US25009221100;1
14000US25009221902;14000US25009221400;2
14000US25009221902;14000US25009221600;3
14000US25009221902;14000US25009221700;3
14000US25009221902;14000US25009253203;1
14000US25009221902;14000US25017310700;1
14000US25009221902;14000US25017331102;1
14000US25009221902;14000US25017352101;1
14000US25009221902;14000US25017374800;1
14000US25009221902;14000US25021400100;1
14000US25009221902;14000US25025000703;1
14000US25009221902;14000US25025010702;1
14000US25009221902;14000US25025060101;1
14000US25009221902;14000US25025070101;1
14000US25009221902;14000US25025091100;1
14000US25009221902;14000US25025160602;1
14000US25009221902;14000US25025981700;1
14000US25009221902;14000US33015104101;1
14000US25009222100;14000US25009205600;1
14000US25009222100;14000US25009206600;1
14000US25009222100;14000US25009210600;1
14000US25009222100;14000US25009212100;1
14000US25009222100;14000US25009217100;1
14000US25009222100;14000US25009217201;2
14000US25009222100;14000US25009217202;1
14000US25009222100;14000US25009217300;1
14000US25009222100;14000US25009218100;1
14000US25009222100;14000US25009222100;4
14000US25009222100;14000US25009223200;1
14000US25009222100;14000US25017316202;1
14000US25009223100;14000US25009215102;1
14000US25009223100;14000US25009223200;4
14000US25009223100;14000US25009223300;2
14000US25009223100;14000US25017335200;1
14000US25009223100;14000US25025010500;1
14000US25009223100;14000US25025120103;1
14000US25009223200;14000US25009208102;1
14000US25009223200;14000US25009211200;1
14000US25009223200;14000US25009211300;1
14000US25009223200;14000US25009215102;3
14000US25009223200;14000US25009216100;1
14000US25009223200;14000US25009217100;5
14000US25009223200;14000US25009217201;1
14000US25009223200;14000US25009222100;1
14000US25009223200;14000US25009223100;4
14000US25009223200;14000US25009223300;5
14000US25009223200;14000US25009250600;1
14000US25009223200;14000US25009253203;1
14000US25009223200;14000US25009260900;1
14000US25009223200;14000US25017314102;1
14000US25009223200;14000US25017324102;1
14000US25009223200;14000US25017342300;1
14000US25009223200;14000US25017352700;1
14000US25009223200;14000US25025010702;2
14000US25009223200;14000US25025100900;1
14000US25009223200;14000US25025180500;1
14000US25009223200;14000US25025980700;1
14000US25009223300;14000US25009202102;1
14000US25009223300;14000US25009204300;1
14000US25009223300;14000US25009204400;1
14000US25009223300;14000US25009205500;1
14000US25009223300;14000US25009206600;1
14000US25009223300;14000US25009206800;2
14000US25009223300;14000US25009215102;2
14000US25009223300;14000US25009217100;5
14000US25009223300;14000US25009217202;1
14000US25009223300;14000US25009217400;1
14000US25009223300;14000US25009217600;1
14000US25009223300;14000US25009221500;1
14000US25009223300;14000US25009223100;2
14000US25009223300;14000US25009223200;5
14000US25009223300;14000US25009253100;1
14000US25009223300;14000US25009261101;1
14000US25009223300;14000US25009266100;1
14000US25009223300;14000US25009266300;1
14000US25009223300;14000US25009267102;2
14000US25009223300;14000US25017311400;1
14000US25009223300;14000US25017314102;1
14000US25009223300;14000US25017314301;1
14000US25009223300;14000US25017318200;1
14000US25009223300;14000US25017331200;1
14000US25009223300;14000US25017331300;1
14000US25009223300;14000US25017332400;1
14000US25009223300;14000US25017334100;1
14000US25009223300;14000US25017335100;2
14000US25009223300;14000US25017335200;1
14000US25009223300;14000US25017339200;1
14000US25009223300;14000US25017340000;1
14000US25009223300;14000US25017340100;1
14000US25009223300;14000US25017341400;1
14000US25009223300;14000US25017341500;1
14000US25009223300;14000US25017342300;1
14000US25009223300;14000US25017350104;2
14000US25009223300;14000US25017350200;1
14000US25009223300;14000US25017350400;3
14000US25009223300;14000US25017350500;2
14000US25009223300;14000US25017350600;1
14000US25009223300;14000US25017350700;2
14000US25009223300;14000US25017350900;2
14000US25009223300;14000US25017351000;2
14000US25009223300;14000US25017351100;1
14000US25009223300;14000US25017351203;3
14000US25009223300;14000US25017351204;1
14000US25009223300;14000US25017351404;1
14000US25009223300;14000US25017351500;1
14000US25009223300;14000US25017352200;1
14000US25009223300;14000US25017352300;2
14000US25009223300;14000US25017352400;3
14000US25009223300;14000US25017352500;2
14000US25009223300;14000US25017352600;1
14000US25009223300;14000US25017353000;1
14000US25009223300;14000US25017353101;3
14000US25009223300;14000US25017353102;1
14000US25009223300;14000US25017353300;2
14000US25009223300;14000US25017353600;1
14000US25009223300;14000US25017353700;1
14000US25009223300;14000US25017354000;1
14000US25009223300;14000US25017354500;1
14000US25009223300;14000US25017356300;1
14000US25009223300;14000US25017358400;1
14000US25009223300;14000US25017368400;1
14000US25009223300;14000US25017368800;1
14000US25009223300;14000US25017373100;1
14000US25009223300;14000US25017373300;1
14000US25009223300;14000US25017373600;1
14000US25009223300;14000US25017382400;1
14000US25009223300;14000US25017383902;1
14000US25009223300;14000US25021400100;2
14000US25009223300;14000US25021400200;2
14000US25009223300;14000US25021400300;2
14000US25009223300;14000US25021400400;1
14000US25009223300;14000US25021400600;2
14000US25009223300;14000US25021400700;1
14000US25009223300;14000US25021400800;1
14000US25009223300;14000US25021404400;1
14000US25009223300;14000US25021417200;1
14000US25009223300;14000US25021418004;1
14000US25009223300;14000US25021419200;1
14000US25009223300;14000US25021422400;1
14000US25009223300;14000US25021422502;1
14000US25009223300;14000US25023520201;1
14000US25009223300;14000US25025000100;1
14000US25009223300;14000US25025000202;2
14000US25009223300;14000US25025000401;2
14000US25009223300;14000US25025000502;1
14000US25009223300;14000US25025000504;2
14000US25009223300;14000US25025000703;3
14000US25009223300;14000US25025000802;3
14000US25009223300;14000US25025010103;1
14000US25009223300;14000US25025010104;1
14000US25009223300;14000US25025010203;3
14000US25009223300;14000US25025010204;1
14000US25009223300;14000US25025010300;1
14000US25009223300;14000US25025010403;1
14000US25009223300;14000US25025010408;1
14000US25009223300;14000US25025010500;4
14000US25009223300;14000US25025010600;3
14000US25009223300;14000US25025010702;2
14000US25009223300;14000US25025010801;1
14000US25009223300;14000US25025020303;6
14000US25009223300;14000US25025030300;4
14000US25009223300;14000US25025030400;1
14000US25009223300;14000US25025040401;1
14000US25009223300;14000US25025050700;1
14000US25009223300;14000US25025051101;1
14000US25009223300;14000US25025060301;2
14000US25009223300;14000US25025060400;1
14000US25009223300;14000US25025060600;2
14000US25009223300;14000US25025060800;2
14000US25009223300;14000US25025061200;3
14000US25009223300;14000US25025070101;2
14000US25009223300;14000US25025070200;1
14000US25009223300;14000US25025070300;2
14000US25009223300;14000US25025070600;1
14000US25009223300;14000US25025070700;1
14000US25009223300;14000US25025071101;1
14000US25009223300;14000US25025081400;1
14000US25009223300;14000US25025090700;1
14000US25009223300;14000US25025091001;1
14000US25009223300;14000US25025091100;3
14000US25009223300;14000US25025091200;1
14000US25009223300;14000US25025092101;1
14000US25009223300;14000US25025100700;1
14000US25009223300;14000US25025120103;1
14000US25009223300;14000US25025120201;3
14000US25009223300;14000US25025120400;4
14000US25009223300;14000US25025120600;2
14000US25009223300;14000US25025120700;1
14000US25009223300;14000US25025130200;3
14000US25009223300;14000US25025170800;1
14000US25009223300;14000US25025981202;1
14000US25009223300;14000US25025981300;4
